mmsi,vessel_name,vessel_type,base_datetime,lat,lon,sog,cog,heading,is_anomaly,anomaly_type
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 03:55:00,19.229324,72.128341,11.84,65.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:00:00,19.236307,72.144619,12.18,65.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:05:00,19.243236,72.16077,12.09,61.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:10:00,19.249899,72.176304,11.62,68.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:15:00,19.256773,72.192332,11.99,62.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:20:00,19.263407,72.207797,11.57,63.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:25:00,19.270309,72.223891,12.04,64.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:30:00,19.277037,72.239578,11.74,65.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:35:00,19.284026,72.255874,12.19,65.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:40:00,19.290773,72.271608,11.77,64.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:45:00,19.29773,72.287832,12.14,65.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:50:00,19.304785,72.304285,12.31,63.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 04:55:00,19.311486,72.319914,11.69,67.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:00:00,19.318182,72.335529,11.68,68.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:05:00,19.325383,72.352325,12.56,68.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:10:00,19.33206,72.367899,11.65,65.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:15:00,19.338826,72.383682,11.8,67.5,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:20:00,19.346096,72.400641,12.68,67.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:25:00,19.352977,72.416693,12.0,64.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:30:00,19.360005,72.433089,12.26,63.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:35:00,19.367007,72.449424,12.21,63.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:40:00,19.374029,72.465806,12.25,65.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:45:00,19.380819,72.481648,11.84,63.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:50:00,19.387616,72.497508,11.86,66.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 05:55:00,19.394735,72.514118,12.42,66.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:00:00,19.401926,72.5309,12.55,70.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:05:00,19.408731,72.54678,11.87,65.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:10:00,19.41528,72.562062,11.42,68.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:15:00,19.422457,72.578812,12.52,63.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:20:00,19.429478,72.595198,12.25,68.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:25:00,19.436409,72.611374,12.09,67.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:30:00,19.443328,72.627524,12.07,63.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:35:00,19.450448,72.644143,12.42,68.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:40:00,19.457495,72.660594,12.29,63.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:45:00,19.464202,72.67625,11.7,63.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:50:00,19.471258,72.692721,12.31,68.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 06:55:00,19.478234,72.709008,12.17,67.5,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:00:00,19.484914,72.724604,11.65,65.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:05:00,19.491479,72.739932,11.45,64.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:10:00,19.49856,72.756464,12.35,65.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:15:00,19.505716,72.773174,12.48,66.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:20:00,19.513222,72.790701,13.09,65.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:25:00,19.519779,72.806012,11.44,65.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:30:00,19.526437,72.821561,11.61,67.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:35:00,19.533326,72.837649,12.02,65.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:40:00,19.540176,72.853648,11.95,67.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:45:00,19.546952,72.869473,11.82,67.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:50:00,19.55407,72.8861,12.42,64.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 07:55:00,19.560737,72.901672,11.63,64.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:00:00,19.567779,72.918121,12.28,65.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:05:00,19.574803,72.934528,12.25,69.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:10:00,19.581735,72.950722,12.09,64.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:15:00,19.588856,72.967359,12.42,65.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:20:00,19.595935,72.983898,12.35,67.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:25:00,19.595935,72.983898,3.48,67.4,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:30:00,19.595935,72.983898,3.26,66.1,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:35:00,19.595935,72.983898,3.37,68.5,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:40:00,19.595935,72.983898,3.47,67.6,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:45:00,19.595935,72.983898,3.24,63.3,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:50:00,19.595935,72.983898,3.23,63.9,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 08:55:00,19.595935,72.983898,3.09,62.0,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:00:00,19.595935,72.983898,3.12,65.8,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:05:00,19.595935,72.983898,3.13,68.7,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:10:00,19.595935,72.983898,3.31,63.1,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:15:00,19.595935,72.983898,3.57,68.3,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:20:00,19.595935,72.983898,3.2,66.5,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:25:00,19.595935,72.983898,3.07,64.7,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:30:00,19.595935,72.983898,3.05,68.9,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:35:00,19.595935,72.983898,3.14,66.3,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:40:00,19.595935,72.983898,3.39,68.2,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:45:00,19.595935,72.983898,3.53,63.0,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:50:00,19.595935,72.983898,3.05,63.1,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 09:55:00,19.595935,72.983898,3.57,65.6,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:00:00,19.595935,72.983898,2.94,65.4,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:05:00,19.595935,72.983898,2.94,68.7,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:10:00,19.595935,72.983898,3.17,64.7,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:15:00,19.595935,72.983898,3.67,66.4,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:20:00,19.595935,72.983898,3.16,65.7,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:25:00,19.595935,72.983898,3.23,61.8,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:30:00,19.595935,72.983898,3.08,69.8,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:35:00,19.595935,72.983898,3.21,66.5,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:40:00,19.595935,72.983898,3.1,66.0,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:45:00,19.595935,72.983898,3.11,64.4,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:50:00,19.595935,72.983898,3.39,68.5,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 10:55:00,19.595935,72.983898,3.32,64.4,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:00:00,19.595935,72.983898,3.31,64.2,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:05:00,19.595935,72.983898,2.96,64.3,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:10:00,19.595935,72.983898,3.51,64.7,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:15:00,19.595935,72.983898,3.25,65.6,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:20:00,19.595935,72.983898,3.1,67.5,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:25:00,19.595935,72.983898,3.37,65.1,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:30:00,19.595935,72.983898,3.58,67.8,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:35:00,19.595935,72.983898,3.11,68.0,65.6,1,ILLEGAL_DISCHARGE_LOITERING
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:40:00,19.60254,72.999329,11.52,67.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:45:00,19.609572,73.015759,12.27,64.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:50:00,19.616449,73.031828,12.0,61.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 11:55:00,19.623734,73.048851,12.71,65.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:00:00,19.630798,73.065356,12.32,66.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:05:00,19.637988,73.08216,12.54,64.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:10:00,19.644914,73.098345,12.08,66.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:15:00,19.651993,73.11489,12.35,67.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:20:00,19.658763,73.130712,11.81,64.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:25:00,19.665954,73.147519,12.54,61.5,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:30:00,19.673193,73.16444,12.63,65.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:35:00,19.680071,73.180517,12.0,64.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:40:00,19.686939,73.196572,11.98,68.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:45:00,19.693995,73.213067,12.31,66.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:50:00,19.700894,73.229196,12.04,62.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 12:55:00,19.70758,73.244826,11.66,64.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:00:00,19.714564,73.261155,12.18,65.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:05:00,19.721668,73.277766,12.39,66.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:10:00,19.72856,73.29388,12.02,70.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:15:00,19.735532,73.310184,12.16,64.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:20:00,19.742838,73.327267,12.74,68.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:25:00,19.750133,73.344328,12.73,65.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:30:00,19.757236,73.360939,12.39,62.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:35:00,19.764295,73.377448,12.31,65.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:40:00,19.770863,73.39281,11.46,67.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:45:00,19.777327,73.407929,11.28,61.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:50:00,19.78429,73.424214,12.14,66.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 13:55:00,19.791391,73.440826,12.39,67.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:00:00,19.798609,73.45771,12.59,67.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:05:00,19.805458,73.473731,11.95,65.5,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:10:00,19.812272,73.489673,11.89,66.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:15:00,19.818899,73.505178,11.56,66.3,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:20:00,19.825759,73.521227,11.97,66.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:25:00,19.832702,73.537471,12.11,60.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:30:00,19.839374,73.553084,11.64,65.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:35:00,19.84624,73.569151,11.98,66.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:40:00,19.853189,73.58541,12.12,68.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:45:00,19.86014,73.601676,12.12,65.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:50:00,19.866652,73.616917,11.36,62.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 14:55:00,19.873654,73.633303,12.21,67.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:00:00,19.880886,73.650231,12.62,64.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:05:00,19.887696,73.666169,11.88,66.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:10:00,19.895044,73.683369,12.82,65.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:15:00,19.902279,73.700304,12.62,66.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:20:00,19.909423,73.717026,12.46,67.7,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:25:00,19.91634,73.733219,12.07,63.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:30:00,19.923157,73.749179,11.89,68.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:35:00,19.930238,73.765756,12.35,64.8,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:40:00,19.937038,73.781678,11.86,62.2,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:45:00,19.944248,73.79856,12.58,67.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:50:00,19.951096,73.814594,11.95,66.0,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 15:55:00,19.957477,73.829536,11.13,64.6,65.6,0,NORMAL
